Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
TKI_ideas;Land force limit modifier = 0.2 && National garrison growth = 0.2;Regiment cost = -0.1;tag = Toki;Genji of Mino = Movement speed = 0.15;Ranjatai = Yearly prestige = 1;Banner of Bellflower = National manpower modifier = 0.15;Strategic Castles = Fort Defence = 0.05 && Garrison size = 0.25;Peculation of Estates = National tax modifier = 0.1;Innovation Over Tradition = Idea cost = -0.1;Flood Control = Goods produced modifier = 0.1;Toki;Toki
STK_ideas;War Exhaustion = -0.02 && Land force limit modifier = 0.25;Artillery combat ability = 0.1;tag = Satake;Hitachi Genji = Yearly Army Tradition = 0.5;Dual Administration = National tax modifier = 0.1;Suppression of Ikki = National unrest = -1;Kashima Jingu = Infantry Combat Ability = 0.1;Eastern Coalitions = Diplomatic relation = 1;Strong Central Rule = Development cost = -0.1;Honorable Reputation = Improve relations = 0.3;Satake;Satake
AKT_ideas;Trade Efficiency = 0.1 && transport cost = -0.2;Global settler increase = 15;tag = Ando;March of Akita = Shock damage received = -0.15;Ainu Trade = Domestic trade power = 0.2;Clan Unification = Land force limit modifier = 0.2;Trade Expansion = Merchants = 1;Integration of Other Cultures = Culture conversion cost = -0.15;True Shogun of Oshu = Discipline = 0.05;Adoption System = Chance of new heir = 0.5;Ando;Ando
CBA_ideas;National tax modifier = 0.1 && Yearly prestige = 1;Manpower recovery speed = 0.15;tag = Chiba;Taira Lineage = Diplomatic Reputation = 1;Dream of Masakado = Morale of armies = 0.1;Coalition With Kamakura Kubo = Cost to fabricate claims = -0.25;Sakura Kadan = Improve relations = 0.2;Katori Jingu = Land leader shock = 1;Irrigation of Southern Kanto = Production Efficiency = 0.1;Naval Reform = Morale of navies = 0.15;Chiba;Chiba
SMZ_ideas;Yearly Yearly Army Tradition Decay = -0.01 && Infantry Combat Ability  = 0.1;National tax modifier = 0.1;tag = Shimazu;Satsuma Hayato = Morale of armies = 0.1;Satsunan School = Manpower recovery speed = 0.15;Reunion of Three Provinces = Production Efficiency = 0.1;Tsurinobuse = Discipline = 0.05;Tanegashima = Land fire damage = 0.1;Okinawa Trade = Trade Steering = 0.2;Early 'Westernization' = technology cost = -0.05;Shimazu;Shimazu
ITO_ideas;Spy network construction = 0.2 && National garrison growth = 0.25;Goods produced modifier = 0.1;tag = Ito;Gokenin Family = Yearly prestige = 1;Unify the Ito Domain = Leader without upkeep = 1;Land of God's Landing = Aggressive expansion impact = -0.1;Anti-Shugo Movement = Province warscore cost = -0.05 && Core-Creation Cost = -0.1;Network of Forty-Eight Fortifications = Fort Defence = 0.2;Sympathy for New Faiths = Tolerance of Heathens = 2;Development of Forestry = Construction Cost = -0.1;Ito;Ito
ISK_ideas;Garrison size = 0.25 && Diplomatic relation = 1;Institution spread = 0.1;tag = Isshiki;Shugo of Tango = Domestic trade power = 0.1;Minister of Samurai-Dokoro = National unrest = -1;Bridge of Heaven = Diplomatic Reputation = 1;Reclaim Old Territories = Cost to fabricate claims = -0.25;Inadome Gunnery = Land fire damage = 0.1;Upgrade the Road Network = Movement speed = 0.15;Expand our Ports = Development cost = -0.1;Isshiki;Isshiki
TTI_ideas;Fort Defence = 0.2 && Morale of armies = 0.1;Missionary strength = 0.02;tag = Tsutsui;Warrior Monks = Infantry Combat Ability = 0.1;Winner of Eikyo Civil War = War Exhaustion = -0.02;Kasuga Shrine = Yearly prestige = 1;Mountain Warfare = Attrition for enemies = 1;The Southern Capital = Legitimacy = 1;Wise Opportunists = Aggressive expansion impact = -0.1;Tradition and Innovation = Idea cost = -0.1;Tsutsui;Tsutsui
KKC_ideas;Regiment cost = -0.1 && Unjustified demands = -0.25;Diplomatic relation = 1;tag = Kikuchi;Distinguished Family = National unrest = -1;Land of Fire = Yearly prestige = 1;Aso Shrine = Legitimacy = 1;Fortify the Domain = Morale of armies = 0.1;Religious Coexistence = Tolerance of Heretics = 1 && Tolerance of Heathens = 1;Three Chief Retainers = Monthly autonomy change = -0.05;Central Stronghold = Fort Defence = 0.15;Kikuchi;Kikuchi
KNO_ideas;Domestic trade power = 0.1 && Navy Tradition = 1;Trade Efficiency = 0.1;tag = Kono;Shugo of Iyo = Naval force limit modifier = 0.25 && Sailor maintenance = -0.05;Integration of Cadet Branches = Galley cost = -0.2;Oyamazumi Shrine = Morale of navies = 0.2;Yuzuki Castle = Monthly autonomy change = -0.05;Rule Over the Inland Sea = Galley combat ability = 0.15;Trade With Continental Asia = Trade range = 0.2;Murakami Suigun = Chance to capture enemy ships = 0.1 && Privateer efficiency = 0.2;Kono;Kono
RFR_ideas;Construction Cost = -0.1 && Discipline = 0.05;Production Efficiency = 0.1;tag = Nanbu;Genji in the North = Morale of armies = 0.1;Owner of the 'Nine Gates' = Cavalry cost = -0.1;Connection With Kyoto = Diplomat = 1;Downfall of Rebellious Vassals = National unrest = -1;Centralization Reform = National tax modifier = 0.1;Chosonji Temple = Shock damage = 0.1;Defeating the Famines = Development cost = -0.1;Nanbuan;Nanbu
TKD_ideas;Cavalry combat ability = 0.1 && Cavalry cost = -0.1;Institution spread = 0.1;tag = Takeda;Leader of Kai Genji = Morale of armies = 0.1;Shugo of River Dams = Goods produced modifier = 0.1;Information Network = Spy network construction = 0.1 && Foreign spy detection = 0.1;Kurokawa Gold Mine = Improve relations = 0.3;Koshu Hatto = Idea cost = -0.1;Twenty-Four Generals = Leader without upkeep = 1;Koyo Gunkan = Yearly Army Tradition = 0.5;Takeda;Takeda
SBA_ideas;Construction Cost = -0.1 && National manpower modifier = 0.2;Production Efficiency = 0.1;tag = Shiba;Tradition of Military Service = Prestige from land battles = 0.50;Shugo of Three Provinces = Goods produced modifier = 0.1;Consolidation of the Kanrei Position = Diplomat = 1;Atsuta Shrine = Morale of armies = 0.1;Oshu Ties = Cavalry cost = -0.1;Rein in the Shiba Retainers = Possible Advisors = 1;Mogami Family = Infantry Combat Ability = 0.1;Shiba;Shiba
BLO_ideas;Infantry Combat Ability = 0.1 && Trade Efficiency = 0.1;Goods produced modifier = 0.1;tag = Beloozero;Martial Heritage = Cavalry cost = -0.1;Monastic Traditions = Yearly prestige = 1;Strengthen Local Lineages = Legitimacy = 1;Northern Trade = Domestic trade power = 0.25;Officers of Beloozero = Yearly Army Tradition = 0.5;Boreal Warfare = Attrition for enemies = 1;Scientific Patronage = technology cost = -0.05;Beloozeroan;Beloozero
RSO_ideas;Provincial trade power = 0.10 && Idea cost = -0.1;Diplomatic Reputation = 1;tag = Rostov;Re-Unification of Rostov = Development cost = -0.1;Ancient Heritage = Aggressive expansion impact = -0.1;Ecclesiastical Center = Tolerance of True Faith = 2;Entrepot of Russia = Trade Efficiency = 0.1;Rostov Architecture = Construction Cost = -0.1;Political Influence = Diplomat = 1;Rostov Enamels = Production Efficiency = 0.1;Rostovian;Rostov
MVA_ideas;Goods produced modifier = 0.1 && National manpower modifier = 0.1;State maintenance = -0.15;tag = Moravia;Margraviate of Moravia = Diplomatic Reputation = 1;Religious Sanctuary = Tolerance of True Faith = 2;Cities of Moravia = Development cost = -0.1;Land of Vineyards = Production Efficiency = 0.1;German Quarters = Max promoted culture = 1;Jesuit University = Yearly papal influence = 1 && Administrative Technology Cost = -0.1;Legacy of Great Moravia = Unjustified demands = -0.25;Moravian;Moravia
EST_ideas;Sailor maintenance = -0.1 && Ship durability = 0.05;Trade Efficiency = 0.1;tag = Estonia;Brotherhood of Blackheads = National manpower modifier = 0.15;Baltic Ties = Naval force limit modifier = 0.25 && Sailor recovery speed = 0.05;Castles of Estonia = Fort maintenance = -0.2;An Estonian Academy = technology cost = -0.05;Baltic Trade = Merchants = 1;Estophilia = Yearly prestige = 1;Ärkamisaeg = National unrest = -1;Estonian;Estonia
TPR_ideas;Infantry Combat Ability = 0.1 && Attrition for enemies = 1;Goods produced modifier = 0.1;tag = Tripura;Rajmala = Legitimacy = 1;Adaptive Administration = National tax modifier = 0.1;Religious Syncretism = Tolerance of Heathens = 2;Extended Military Control = Land force limit modifier = 0.25;Appointment of Missips = State maintenance = -0.15;Jute Production = Production Efficiency = 0.1;Strengthen Local Defenses = Fort Defence = 0.2;Tripuran;Tripura
HAN_ideas;Trade power abroad = 0.1 && Construction Cost = -0.1;Discipline = 0.05;tag = Hanover;Niedersächsicher Reichskreis = State maintenance = -0.15;Weser Renaissance = Development cost = -0.1;Schützenfest = Land Maintenance modifier = -0.05 && Land fire damage = 0.05;Herrenhausen Gardens = Yearly prestige = 1;Strengthen the Meiertum = Goods produced modifier = 0.1;Hanoverian Chancery = Diplomatic relation = 1;King’s Legion = Fire damage received = -0.15;Hanoverian;Hanover
BRU_ideas;Diplomatic relation = 1 && Yearly prestige decay = -0.01;Land Maintenance modifier = -0.05;tag = Brunswick;The Welfian Dynasty = Diplomatic Reputation = 1;Niedersächsicher Reichskreis = ;Residenzstadt Wolfenbüttel = Construction Cost = -0.1;Herzog August Library = Idea cost = -0.1;Brunswicker Guilds = Goods produced modifier = 0.1;Leibnitz and Lessing = Institution spread = 0.15;The Black Brunswickers = Discipline = 0.05;Brunswickian;Brunswick
LUN_ideas;Land Maintenance modifier = -0.05 && Cost of reducing war exhaustion = -0.1;Discipline = 0.05;tag = Calenberg && tag = Lüneburg && ;Hanseatic Contacts = Domestic trade power = 0.15;The Welfian Dynasty = ;Staple Rights = Trade Efficiency = 0.05;Dynastic Branches = Chance of new heir = 0.5;Niedersächsicher Reichskreis = ;Adroit Diplomacy = Diplomatic relation = 1;Lionhearted = Morale of armies = 0.1;Luneburgian;Lüneburg
LAU_ideas;Siege ability = 0.1 && Stability cost modifier = -0.15;Land fire damage = 0.1;tag = Saxe-Lauenburg;The Partition of Saxony = Cost to fabricate claims = -0.2;Diarchic Duchy = State maintenance = -0.15;Niedersachsen = Province warscore cost = -0.075;Claiming the Electorate = Improve relations = 0.3;The Church Order of Hadeln = Church power modifier = 0.1 && [Country.GetClergyName] Loyalty Equilibrium = 0.05;Lauenburg Centralization = Monthly autonomy change = -0.05;Old Salt Route = Provincial trade power = 0.1;Lauenburgian;Saxe-Lauenburg
BRG_ideas;Provincial trade power = 0.1 && Infantry Cost = -0.2;Yearly absolutism = 0.5;tag = Berg;The Heirs of Lotharingia = Legitimacy = 1;Duchy of Julich-Berg = Governing capacity modifier = 0.1;The United Duchies = Liberty desire in subjects = 10;The Seat of the Electorate = Diplomatic Reputation = 1;The Rhineland Market = Construction Cost = -0.1;Dusseldorf Art Gallery = Yearly prestige = 1;Respecting the Autonomy of the Clergy = Tolerance of True Faith = 2;Berger;Berg
RVA_ideas;Mercenary maintenance = -0.15 && Production Efficiency = 0.1;Discipline = 0.05;tag = Dortmund;From the Ashes = Construction Cost = -0.1 && Construction time = -0.1;Meeting Place of Bishops and Emperors = Reform progress growth = 0.15 && Yearly prestige = 1;Chief City of the Rhine = Provincial trade power = 0.1;The Emperor's Favorite = Diplomatic Reputation = 1;Dortmund Moneylending Families = Merchants = 1;Fortmund = Garrison size = 0.2 && Fort Defence = 0.2;Reinoldikirche = Tolerance of Heretics = 2;Dortmunder;Dortmund
MBZ_ideas;National manpower modifier = 0.2 && Idea cost = -0.1;Land fire damage = 0.1;tag = Bregenz;Lady of Bregenz = May recruit female generals = yes && Discipline = 0.05;Securing the Countess's Rule = Female advisor chance = 0.5 && National tax modifier = 0.1;Saint Gebhard = Production Efficiency = 0.1;Resisting Habsburg Hegemony = Power projection from insults = 1;The Sale of Bregenz Titles = Yearly inflation reduction = 0.1;In the Shadow of Pfander = Fort Defence = 0.25;The Lake Constance Navy = Morale of navies = 0.15;Bregenzer;Bregenz
GOS_ideas;Diplomatic Reputation = 1 && Development cost = -0.1;Income from vassals = 0.25;tag = Goslar;Goslar Mining Traditions = Goods produced modifier = 0.1;Kaiserpfalz = Imperial authority modifier = 0.1 && Construction Cost = -0.1;Goslar City Rights = [Country.GetBurghersName] Influence = 0.1 && [Country.GetBurghersName] Loyalty Equilibrium = 0.05;Capitalizing On the Hanseatic League = Provincial trade power = 0.1 && Reform progress growth = 0.15;Hunting Down the Robber Barons = Land force limit modifier = 0.2;Resisting the Welfs = Morale of armies = 0.1;Joining the Leagues = Diplomatic relation = 1;Goslarite;Goslar
ROT_ideas;Morale of armies = 0.1 && Fort Defence = 0.25;National tax modifier = 0.1;tag = Rothenburg;Zarfat Registry = Heretic and heathen provinces do not give any penalties = yes;The Beautiful City = Yearly prestige = 1 && Institution spread = 0.1;The End of the Line = Republican Tradition = 0.3;The Knights of the Hinterland = Construction Cost = -0.1 && Land force limit modifier = 0.15;The Drink of War = Discipline = 0.05;The Holy Blood = Provincial trade power = 0.1;Klingentorturm = Garrison size = 0.2 && National manpower modifier = 0.1;Rothenburger;Rothenburg
ANH_ideas;Morale of armies = 0.1 && technology cost = -0.05;Legitimacy = 1;tag = Anhalt;Mittelgebirge = Global trade power = 0.1;The Branches of Anhalt = Monthly autonomy change = -0.075;Incorporation of the Bishopric = Tolerance of True Faith = 2;Anhalt Castle = Construction Cost = -0.1 && Construction time = -0.1;Dessau Garden Kingdom = Yearly prestige = 1;The Duke and the Schultheiss = Yearly corruption = -0.1;The Confessor = Missionary strength vs heretics = 0.02 && Monthly fervor increase = 0.25 && Church power modifier = 0.1;Anhaltian;Anhalt
TNT_ideas;Morale of armies = 0.1 && National tax modifier = 0.15;Enforce Religion Cost = -0.20;tag = Trent;Prince-Bishop = Reform progress growth = 0.1 && Tolerance of True Faith = 1;Slaughter of the Republicans = National unrest = -1 && Yearly absolutism = 0.5;South Tyrol Identity = Max promoted culture = 2;Italy and the Empire = Provincial trade power = 0.1;Trent-Brixen Confederacy = Governing capacity modifier = 0.1;Mountain Warfare = Shock damage = 0.1;Trent Religious Unity = Missionary strength = 0.02;Trentan;Trent
ULM_ideas;Trade Efficiency = 0.05 && Land leader maneuver = 1;Yearly Army Tradition = 0.5;tag = Ulm;Großer Schwörbrief = [Country.GetBurghersName] Loyalty Equilibrium = 0.05;Schwäbischer Bund = Diplomatic relation = 1;Birthplace of German Realism = Yearly prestige = 1;Dürer's Fortifications = Fort Defence = 0.25;Ulmer Textile Trade = Production Efficiency = 0.1;Enlist the Swiss Mercenaries = Mercenary discipline = 0.05;Finish the Ulm Minster = Tolerance of True Faith = 2;Ulmer;Ulm
FRN_ideas;National tax modifier = 0.1 && Global trade power = 0.15;Morale of armies = 0.1;tag = Frankfurt;Establish the Buchmesse = Idea cost = -0.05 && Institution spread = 0.1;Seat of Imperial Elections and Coronations = Diplomatic Reputation = 1;Standardization of Exchange Rates = Interest per annum = -0.5;Frankfurter Postzeitung = Improve relations = 0.15 && Spy network construction = 0.15;Civil Cultural Centre = Yearly prestige = 1;Frankfurter Würstchen = Production Efficiency = 0.1;Freie Stadt Frankfurt = Republican Tradition = 0.3;Frankfurtian;Frankfurt
KOL_ideas;National manpower modifier = 0.15 && Missionaries = 1;Unjustified demands = -0.2;tag = Cologne;The Pursuit of Territorial Unity = Aggressive expansion impact = -0.1;Archicancellarius per Italiam = Yearly prestige decay = -0.01;Hanseatic Trade City = Development cost = -0.1;Prime Minister of Cologne = Devotion = 0.5 && Legitimacy = 0.5 && Monthly autonomy change = -0.03;Pivotal Ecclesiastic Territory = Missionary strength vs heretics = 0.03;Shifting Alliances = Diplomatic relation = 1;Order of St. Michael = Discipline = 0.05;Colognian;Cologne
MAI_ideas;National tax modifier = 0.1 && Possible Advisors = 1;Improve relations = 0.3;tag = Mainz;Archicancellarius per Germaniam = Yearly prestige = 1;Center of Religious Learning = Idea cost = -0.1;Weck, Worscht & Woi = Morale of armies = 0.1;Saint Hildegard of Bingen = Devotion = 1 && Legitimacy = 1;Perpetual Privy Council = Monthly autonomy change = -0.05;The Guard of the Rhine = Fort Defence = 0.25;The Fifth Season = National unrest = -1;Mainzian;Mainz
TRI_ideas;Tolerance of True Faith = 2 && National manpower modifier = 0.15;Discipline = 0.05;tag = Trier;Crusader Past = Yearly Army Tradition = 0.5;University of Trier = Administrative Technology Cost = -0.1;Archicancellarius per Galliam = Aggressive expansion impact = -0.1;Landesburgen = Attrition for enemies = 0.5 && Monthly autonomy change = -0.03;The Seamless Robe of Jesus = Yearly papal influence = 1 && Monthly fervor increase = 0.25 && Church power modifier = 0.1;Prüm Abbey = Yearly prestige = 1;Influence of the Domkapitel = Administrative free policies = 1;Trierian;Trier
AKK_ideas;Cavalry combat ability = 0.2 && Morale of armies = 0.1;Land Maintenance modifier = -0.05;tag = Aq Qoyunlu;The White Sheep = Land leader shock = 1;Unite the Clans = Yearly tribal allegiance = 1 && Cavalry cost = -0.2;Turko-Iranian Bureaucracy = Core-Creation Cost = -0.2;Dynastic Appanages = National manpower modifier = 0.25;Expansive Diplomacy = Diplomat = 1;Religious Pragmatism = Stability cost modifier = -0.1;Qanun-nama-ye Hasan = Goods produced modifier = 0.1;Aq Qoyunlu;Aq Qoyunlu
KHO_ideas;Cavalry combat ability = 0.15 && Morale of armies = 0.1;technology cost = -0.05;tag = Khorasan;Land of the Rising Sun = Diplomatic Reputation = 1;Rein in the Turko-Mongol Emirs = Yearly Army Tradition = 0.5;Princely Appanages = National manpower modifier = 0.1;Dynastic Chronicles = Legitimacy = 1;Irrigation Canals = Goods produced modifier = 0.1;Great Sheiks of Khorasan = Tolerance of True Faith = 2;Protect the Caravan Routes = Trade Efficiency = 0.10;Khorasani;Khorasan
TRS_ideas;Morale of armies = 0.1 && Cavalry cost = -0.1;Idea cost = -0.1;tag = Transoxiana;Mawarannahr, the land Beyond the River = Cavalry combat ability = 0.2;Threshold of Paradise = Yearly prestige = 1;Adept Diplomacy = Spy network construction = 0.2;Turkoman Cannoneers = Artillery Cost = -0.15;Scientific Patronage = technology cost = -0.05;Entrepôt of the Silk Road = Domestic trade power = 0.25;Chagatai Literature = ;Transoxianian;Transoxiana
QOM_ideas;Diplomat = 1 && Production Efficiency = 0.1;Diplomatic relation = 1;tag = Ajam;Jibal = Fort Defence = 0.2;In Honor of Ali = Tolerance of Heretics = 3;Legacy of the Ilkhans = Morale of armies = 0.1;Persian Language and Court Culture = Diplomatic Reputation = 1 && Envoy travel time = -0.25;Tribes of Iraq-e Ajam = Fort maintenance = -0.1 && National manpower modifier = 0.1;Reform the Diwan = ;Shahanshah = Liberty desire in subjects = 10;Ajami;Ajam
FRS_ideas;Goods produced modifier = 0.1 && Idea cost = -0.1;Diplomatic Technology Cost = -0.1;tag = Fars;Land of the Persians = Tolerance of True Faith = 2;Center of Religion and Philosophy = Administrative Technology Cost = -0.1;Diplomatic Prudence = Improve relations = 0.2;Expand the Wine Production = Production Efficiency = 0.1;Shirazi School = Institution Embracement Cost = -0.1 && Yearly prestige = 0.5;Integrate the Qashqai = National manpower modifier = 0.15;A Capital for an Empire = Development cost = -0.1;Farsi;Fars
LRI_ideas;Fort maintenance = -0.2 && Infantry Combat Ability = 0.1;Regiment cost = -0.1;tag = Luristan;Kingdom in the Zagros Mountains = Shock damage received = -0.1;Jadda-ye Atabak = Domestic trade power = 0.25;A Haven for Dissenters = National manpower modifier = 0.2;Popular Religion = Tolerance of Heretics = 2;Looms of the Lurs = Production Efficiency = 0.1;Rise of the Lurs = Morale of armies = 0.1;Foreign Trade Ties = Diplomatic relation = 1;Luristani;Luristan
QAR_ideas;Land leader shock = 1 && Cavalry combat ability = 0.2;Land leader fire = 1;tag = Qara Qoyunlu;The Black Sheep = National manpower modifier = 0.25;Governor of Azerbaijan = Province warscore cost = -0.05 && Core-Creation Cost = -0.1;In Honor of Ali = ;Dynamic Warfare = Land leader maneuver = 1;Freedom with Responsibility = Liberty desire in subjects = 10;Patron of Iranian Culture = National unrest = -1;Irrigation and Public Works = National tax modifier = 0.1;Qara Qoyunlu;Qara Qoyunlu
MHR_ideas;Ship durability = 0.05 && Navy Tradition = 1;Naval maintenance modifier = -0.2;tag = Mahra;Lands of Frankincense & the Khareef = Goods produced modifier = 0.1;Mercenary Traditions = Mercenary maintenance = -0.1;The Mahra Tribes = National manpower modifier = 0.1;Pilots of the Arabian Sea = Naval leader maneuver = 1;Mahra Camels = Movement speed = 0.15 && Cavalry cost = -0.05;Book of Navigation = Yearly Yearly navy tradition decay = -0.01;Rein in the Chiefs = Monthly autonomy change = -0.05;Mahri;Mahra
YEM_ideas;Infantry Combat Ability = 0.1 && Institution spread = 0.1;Production Efficiency = 0.1;tag = Yemen && tag = Aden && ;Al-Yaman, Felicitous Arabia = Goods produced modifier = 0.1;Coffea Arabica = Global trade power = 0.1;Control of the Red Sea = Trade Efficiency = 0.1;Yemeni Architecture = Yearly prestige = 1;Uniting the Yemeni Tribes = National manpower modifier = 0.1;Promoting the Yemeni Trade Ports = Merchants = 1;Foreign Embassies = Diplomat = 1;Yemeni;Yemen
RAS_ideas;Infantry Combat Ability = 0.1 && National manpower modifier = 0.2;Fort Defence = 0.2;tag = Rassids;The Living Imam = Morale of armies = 0.1;Yemeni Highlands = Goods produced modifier = 0.1;Coffea Arabica = ;A Unified Rassid State = Legitimacy = 1;Mountain Strongholds = Shock damage received = -0.15;Like Salt Dissolves in Water = Land leader shock = 1;Secure the Yemeni Trading Monopolies = Trade Efficiency = 0.1;Rassid;Rassids
MSY_ideas;Fort Defence = 0.2 && Infantry Combat Ability = 0.1;Tolerance of True Faith = 2;tag = Mushasha;Fervent Millenarianism = Morale of armies = 0.1 &&  Monthly Piety = -0.001;Messianic Legacy of Muhammad bin Falah = Missionaries = 1;Swamp Warfare = Attrition for enemies = 1;Arabistan = National manpower modifier = 0.15;A House United = Legitimacy = 1;Outward Pragmatism = Diplomat = 1;Sufis and Shias of the Middle East = Missionary strength vs heretics = 0.02;Mushashan;Mushasha
SIS_ideas;Shock damage received = -0.1 && Infantry Cost = -0.1;Infantry Combat Ability = 0.1;tag = Sistan;Lake Hamun = Production Efficiency = 0.1;Saffarid Legacy = Yearly prestige = 1;Subjugation of the Tribes = Monthly autonomy change = -0.05;Loyal Service = Yearly Army Tradition = 0.5;Overland Trade Routes = Domestic trade power = 0.1;Chronicles of Sistan = Legitimacy = 1;Scholars of Sistan = Institution spread = 0.1;Sistani;Sistan
RUM_ideas;Manpower recovery speed = 0.2 && Morale of armies = 0.1;Land force limit modifier = 0.25;tag = Rûm;Abul-Fath = Discipline = 0.05;Sultan al-Sharq wa al-Gharb = Core-Creation Cost = -0.20 && Max promoted culture = 1;Shahanshah = Legitimacy = 1;Sultan of Rûm = Tolerance of Heathens = 3;Sultan al-Bahrayn = Naval maintenance modifier = -0.15;al-Sultan al-Muazzam = Construction Cost = -0.15;Protector of Dar al-Islam = Missionary strength vs heretics = 0.03;Rûmi;Rûm
ARL_ideas;National manpower modifier = 0.15 && Manpower recovery speed = 0.1;Yearly prestige = 1;tag = Ardabil && religion = Shia;The Safavid Order = Morale of armies = 0.1 &&  Monthly Piety = -0.001;The Qizilbash = Cavalry combat ability = 0.15;Leader of all Shiites = Tolerance of True Faith = 2;Conversion of the Masses = Missionary strength vs heretics = 0.02;Religious War = Spy network construction = 0.2;Amili Mujtahids = Stability cost modifier = -0.1;Shahs of Iran = Legitimacy = 1;Ardabili;Ardabil
SME_ideas;Rebel support efficiency = 0.25 && Diplomat = 1;Tolerance of Heathens = 2;tag = Samtskhe;Atabegs of Samtskhe = Legitimacy = 1;Proactive Diplomacy = Spy network construction = 0.2;Fortresses of Samtskhe = Fort Defence = 0.2;Independent Ambitions = Morale of armies = 0.1;Protect the Trade Routes = Trade Efficiency = 0.1;Frontier Warriors = Cavalry cost = -0.1;A Sacred Land = Tolerance of True Faith = 2;Samtskhean;Samtskhe
SRV_ideas;Land leader shock = 1 && Provincial trade power = 0.1;Goods produced modifier = 0.1;tag = Shirvan;The Khalwati Order = Legitimacy = 1 &&  Monthly Piety = -0.001;Fortresses of Shirvan = Fort Defence = 0.2;Tribesmen of the Caucasus = Cavalry combat ability = 0.15;Persianate Patronage = Cost of advisors with ruler's culture = -0.2;Caspian Trade = Caravan power = 0.2;Shirvani Architecture = Construction Cost = -0.1 && Yearly prestige = 1;Merchants of Baku = Merchants = 1;Shirvani;Shirvan
ALH_ideas;Tolerance of Heretics = 2 && Cavalry combat ability = 0.1;Naval force limit modifier = 0.2;tag = Haasa;Desert Warfare = Cavalry cost = -0.1;Lord of the Bedouin of the East = Tolerance of True Faith = 2;Pearls of the Persian Gulf = Goods produced modifier = 0.1;Fortify the coastline = Fort Defence = 0.2;Entrepot of India = Trade Efficiency = 0.1;A Modern Navy = Ship durability = 0.05;Legacy of Rahmah ibn Jabir = Navy Tradition = 1 && Privateer efficiency = 0.15;Haasalese;Haasa
HDR_ideas;Navy Tradition = 1 && Trade power abroad = 0.10;Colonist = 1;tag = Hadramut;Death Has Come = Attrition for enemies = 1;Tribes of Hadramut = National manpower modifier = 0.15;Hawtas = National unrest = -1;Encouraging the Incense Trade = Trade Efficiency = 0.1;Sailors of the Indian Ocean = Naval force limit modifier = 0.25 && Sailor recovery speed = 0.05;Hadramhi Diaspora = technology cost = -0.05;Distant Diplomacy = Improve relations = 0.3;Hadramhi;Hadramut
HSN_ideas;Shock damage received = -0.1 && National tax modifier = 0.1;Discipline = 0.05;tag = Hisn Kayfa;Citadels and Fortresses = Fort Defence = 0.2;Ancestral Heritage = National manpower modifier = 0.15;Righteousness of the Faith = Morale of armies = 0.1;Elite Warriors = Cavalry combat ability = 0.1;Rise of the Eagle = Core-Creation Cost = -0.15;Strengthen Central Authority = Stability cost modifier = -0.1;State Economics = Goods produced modifier = 0.1;Hisn Kayfan;Hisn Kayfa
KTB_ideas;Years of separatism = -5 && National unrest = -1;Morale of armies = 0.1;tag = Kitabatake;Unification of Ise = National tax modifier = 0.1;Blessing of Amaterasu = Tolerance of True Faith = 2;Supporters of the Emperor = Diplomatic Reputation = 1;Kuki Suigin = Galley combat ability = 0.2;Men of Quality = Cost of advisors with ruler's culture = -0.2;Iga-Ryu = Spy network construction = 0.2;March of Kitabatake Akiie = Movement speed = 0.15;Kitabatake;Kitabatake
ODA_ideas;Infantry Combat Ability = 0.1 && Morale of armies = 0.1;Land leader fire = 1;tag = Oda;Rakuichi & Rakuza = Goods produced modifier = 0.1;Tenka Fubu = Province warscore cost = -0.1 && Core-Creation Cost = -0.1;Oda Generals = Land leader shock = 1;Influential Strongholds = Leader siege = 1;Triple Firing = Land fire damage = 0.1;Patronization of the West = technology cost = -0.05;Kenchi = National manpower modifier = 0.2;Oda;Oda
TKG_ideas;Infantry Combat Ability = 0.1 && Aggressive expansion impact = -0.1;Development cost = -0.1;tag = Tokugawa;Mikawa Bushi = Morale of armies = 0.1;Strengthen the Sekisho Network = Spy network construction = 0.2;Hatamoto = Discipline = 0.05;Metsuke = Stability cost modifier = -0.1;Matsudaira Branches = Monthly autonomy change = -0.05;Toshogu = Tolerance of True Faith = 2;Famine Policies = National unrest = -1;Tokugawa;Tokugawa
MAS_ideas;Naval leader maneuver = 1 && Sailor maintenance = -0.1;Naval leader fire = 1;tag = Madyas;Hinilawod = Idea cost = -0.1;Legacy of Panai = Morale of navies = 0.15;Riches of the Visayas = Development cost = -0.1;Masters of Maritime Warfare = Naval leader shock = 1;Articles of the Confederation = Yearly prestige = 1;Kinadatuan = Stability cost modifier = -0.1;Expand the Shipbuilding Sector = Ship durability = 0.05;Madyas;Madyas
BTU_ideas;Trade Efficiency = 0.1 && Light ship cost = -0.2;Domestic trade power = 0.1;tag = Butuan;Indianized Society = Diplomatic relation = 1;Northern Nusantara = Global trade power = 0.1;Butuan Trade Connections = Merchants = 1;Butuan Goldwork = Diplomatic Reputation = 1;Balangay = Provincial trade power = 0.1;Protect the Coastlines = Heavy Ship combat ability = 0.1;Long Range Diplomacy = Diplomat = 1;Butuan;Butuan
