Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
MIR_ideas;<:global_unrest:1005773867131883530> National unrest = -1 && <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.1;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.10;tag = Imerina;Unify the Inland Kingdoms = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;The Twelve Sampys of Imerina = <:land_morale:1005774027152965652> Morale of armies = 0.1;Intensive Rice Cultivation = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Fortify the Highlands = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Reform the Andriana = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Reform Legal System = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Foloalindahy = <:infantry_cost:1005773915613831249> Infantry Cost = -0.2;Imerinan;Imerina
TBK_ideas;<:hostile_attrition:1005773891261710396> Attrition for enemies = 1.0 && <:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;tag = Tumbuka;Maravi Influences = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Central Melting Pot = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Healthy Priest Kings = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Office of the Mulwa = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Inter-African Trade = <:caravan_power:1005773321108979814> Caravan power = 0.2;Break the power of the Makambala = <:global_unrest:1005773867131883530> National unrest = -1;Welcome Swahili Merchants = <:merchants:1005774255495053442> Merchants = 1;Tumbukan;Tumbuka
LUB_ideas;<:hostile_attrition:1005773891261710396> Attrition for enemies = 1 && <:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;<:prestige:1005120779614163074> Yearly prestige = 1;tag = Luba;Bamfumus = <:global_unrest:1005773867131883530> National unrest = -1;Royal Village Shrines = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Bambudye = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Encourage the Kasala Tradition = <:land_morale:1005774027152965652> Morale of armies = 0.1;Lukasa Boards = <:development_cost:1005773438989914184> Development cost = -0.1;Tales of Mbidi Kiluwe = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;<:prestige:1005120779614163074> Yearly prestige of the Mulopwe = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Luban;Luba
KUB_ideas;<:advisor_pool:1005120768029499473> Possible Advisors = 1 && <:production_efficiency:1005775011753234442> Production efficiency = 0.1;<:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;tag = Kuba;Journey of Enlightenment = <:dip_tech_cost_modifier:1005773449400168459> Diplomatic Technology Cost = -0.1;Children of Woot = <:development_cost:1005773438989914184> Development cost = -0.1;People of Ornaments = <:prestige:1005120779614163074> Yearly prestige = 1;Usurpation of the Chiefs = <:spy_offence:1005120798643736636> Spy network construction = 0.2;Ngesh Dancing = <:hostile_attrition:1005773891261710396> Attrition for enemies = 1;Ndop Statue = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Courtly Competition = <:global_unrest:1005773867131883530> National unrest = -1;Kuban;Kuba
LND_ideas;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15 && <:hostile_attrition:1005773891261710396> Attrition for enemies = 1;<:vassal_income:1005775394147938406> Income from vassals = 0.20;tag = Lunda;The Great Family = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Perpetual Kingship = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Establish the Tukwata = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;An Army Overnight = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.1 && <:global_regiment_recruit_speed:1005773687737290762> Recruitment time = -0.05;Warrior Migrations = <:culture_conversion_cost:1005773431515656232> Culture conversion cost = -0.1;The Rukonkesh = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Lord of the Vipers = <:spy_offence:1005120798643736636> Spy network construction = 0.2;Lundan;Lunda
RZW_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:infantry_cost:1005773915613831249> Infantry Cost = -0.1;<:shock_damage_received:1005120791941230743> Shock damage received = -0.1;tag = Rozwi Empire && tag = Butua && ;Legacy of Zimbabwe = <:build_cost:1005773315069198356> Construction Cost = -0.1;Strict Gold Trade Regulations = <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.1;Empowering the Rozwi = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Hierarchical Tax Organization = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Regular Training = <:discipline:1005098692254105711> Discipline = 0.05;Monotheistic Worship = <:global_unrest:1005773867131883530> National unrest = -1;Vashambadzi = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Butuan;Butua
DMS_ideas;<:garrison_size:1005773656581996555> Garrison size = 0.25 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25;<:defensiveness:1005773436997615728> Fort Defence = 0.15;tag = Desmond;The Land of Castles = <:build_cost:1005773315069198356> Construction Cost = -0.1;Cadet Lines = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Gaelic Bastion = <:land_morale:1005774027152965652> Morale of armies = 0.1;The Munster Ambition = <:province_warscore_cost:1005775184969605151> Province warscore cost = -0.1 && <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Fierce Independence = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Promote the Culture of Service = <:war_exhaustion:1005775395607552072> Monthly war exhaustion = -0.02 && <:prestige_from_land:1005775004874571826> <:prestige:1005120779614163074> Yearly prestige from land battles = 0.25;Inner Perfection = <:adm_tech_cost_modifier:1005120761834520606> Administrative technology cost = -0.1;Desmond;Desmond
MLW_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:infantry_cost:1005773915613831249> Infantry Cost = -0.1;<:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;tag = Malwa;The Rajputs Malwa = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Malvi Art & Architecture = <:religious_unity:1005120781216383077> Religious unity = 0.25 && <:prestige:1005120779614163074> Yearly prestige = 0.5;Protect the Delhi-Surat Trade Route = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Fortified Strongholds = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Black Soils = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Jain Bankers = <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.1;Malwa Opium = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.10;Malwani;Malwa
PAT_ideas;<:num_accepted_cultures:1005098700940509284> Max promoted culture = 1 && <:light_ship_power:1005774044039225395> Light ship combat ability = 0.10;<:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;tag = Pattani;Pepper Production = <:production_efficiency:1005775011753234442> Production efficiency = 0.10;South China Sea Trade = <:trade_steering:1005775370697572363> Trade Steering = 0.2;Smuggling Networks = <:spy_offence:1005120798643736636> Spy network construction = 0.2;Lian Dao-Qian Band = <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.15 && <:capture_ship_chance:1005773400943366144> Chance to capture enemy ships = 0.1;Entrepôt = <:merchants:1005774255495053442> Merchants = 1;Protection of Private Property = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Canal Infrastructure = <:development_cost:1005773438989914184> Development cost = -0.1;Pattani;Pattani
KAF_ideas;<:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 2 && <:movement_speed:1005774307571548191> Movement speed = 0.15;<:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;tag = Kaffa;Kingdom of Coffee = <:production_efficiency:1005775011753234442> Production efficiency = 0.10;Minjo Usurpation = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;Kaffan Highlands = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Autonomous Kings = <:global_unrest:1005773867131883530> National unrest = -1;Strengthen Ties With the Ethiopian Church = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;King of Kings = <:discipline:1005098692254105711> Discipline = 0.05;Trade Reform = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Kaffa;Kaffa
CEP_ideas;<:galley_cost:1005773652287037531> Galley cost = -0.2 && <:galley_power:1005773653985726475> Galley combat ability = 0.2;<:merchants:1005774255495053442> Merchants = 1;tag = Corfu;Frankokratia = <:land_morale:1005774027152965652> Morale of armies = 0.1;Castles of the Angels = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Settling the Islands = <:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;Gate to the Adriatic = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;Naval Expansion = <:naval_forcelimit_modifier:1005774951384629288> Naval force limit modifier = 0.25;Entrepôt of the Eastern Mediterranean = <:global_foreign_trade_power:1005773662890250351> Trade power abroad = 0.1;Ionian Academy = <:culture_conversion_cost:1005773431515656232> Culture conversion cost = -0.15;Corfuan;Corfu
LOR_ideas;<:caravan_power:1005773321108979814> Caravan power = 0.2 && <:infantry_cost:1005773915613831249> Infantry Cost = -0.1;<:global_tax_modifier:1005098696217739294> National tax modifier = 0.1;tag = Lorraine;The Vosges = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Mines of Lorraine = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Lotharingia = <:fabricate_claims_cost:1005773631353278484> Cost to fabricate claims = -0.25;Flexible Diplomacy = <:diplomats:1005773457105113150> Diplomat = 1;Two Languages, One Land = <:num_accepted_cultures:1005098700940509284> Max promoted culture = 1;Trois-Évêchés = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Place Stanislas = <:prestige:1005120779614163074> Yearly prestige = 1;Lorrainian;Lorraine
WUR_ideas;<:legitimacy:1005774036359454720> Yearly Legitimacy = 1 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:improve_relation_modifier:1005773914078720100> Improve relations = 0.3;tag = Wurttemberg;Estates of Württemberg = <:advisor_pool:1005120768029499473> Possible Advisors = 1;Swabian League = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Armer Konrad = <:global_unrest:1005773867131883530> National unrest = -1;Swabian Circle = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;Grosse Kirchenordnung = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Ludwigsburg = <:prestige:1005120779614163074> Yearly prestige = 1;Reichsdeputationshauptschluss = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Wurttembergian;Wurttemberg
SLO_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:defensiveness:1005773436997615728> Fort Defence = 0.2;<:production_efficiency:1005775011753234442> Production efficiency = 0.1;tag = Nitra;Rudohorie = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Universitas Istropolitana = <:adm_tech_cost_modifier:1005120761834520606> Administrative technology cost = -0.1;Golden Kremnica = <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.1;Land of Castles = <:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.1 && <:garrison_size:1005773656581996555> Garrison size = 0.1;Town Air Liberates = <:infantry_cost:1005773915613831249> Infantry Cost = -0.1;Slovak Literary Language = <:global_unrest:1005773867131883530> National unrest = -1;Slovak National Awakening = <:land_morale:1005774027152965652> Morale of armies = 0.1;Nitran;Nitra
GLH_ideas;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25 && <:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Golden Horde;Legacy of the Golden Horde = Horde Unity = 1 && <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Perso-Mongol Administration = <:core_creation:1005098690484113489> Core-Creation Cost = -0.25;Tatar Traditions = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.20;Secure the Trade Routes = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.10;Logistics of the Khan = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.2;Populating the Steppes = <:development_cost:1005773438989914184> Development cost = -0.1;Religious Pragmatism = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 2;Golden Horde;Golden Horde
YUA_ideas;<:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.25 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.20;<:<:governing_capacity_modifier:1005773873867923547> Governing capacity modifier:1005773873867923547> Governing capacity modifier = 0.1;tag = Yuan;Da Zai Qian Yuan = <:core_creation:1005098690484113489> Core-Creation Cost = -0.25;A Savage Kingdom Holy and Enchanted = <:land_morale:1005774027152965652> Morale of armies = 0.1;The Three Teachings and Nine Schools All Respected = <:technology_cost:1005120815056044053> Technology cost = -0.1;Keshik and Weijun = <:shock_damage:1005120789978296391> Shock damage = 0.1;A Thousand Miles as if at Home = <:movement_speed:1005774307571548191> Movement speed = 0.15 && <:envoy_travel_time:1005773616387981323> Envoy travel time = -0.1;Sino-Mongol Administration = <:administrative_efficiency:1005120763071832145> Administrative Efficiency = 0.05;Pax Mongolica = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Yuan;Yuan
ANS_ideas;<:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1 && <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;<:discipline:1005098692254105711> Discipline = 0.05;tag = Ansbach;Land of the Hohenzollerns = <:prestige:1005120779614163074> Yearly prestige = 1;Restoring Our Heritage = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Franconian Reformers = <:religious_unity:1005120781216383077> Religious unity = 0.1 && <:church_power_modifier:1005773406857347082> Church power modifier = 0.1;Protestant Exiles = <:development_cost:1005773438989914184> Development cost = -0.1;The Wolf of Ansbach = <:global_unrest:1005773867131883530> National unrest = -1;Ansbacher Fayencemanufaktur = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Dragoons of Ansbach = <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.15;Ansbachian;Ansbach
BYT_ideas;<:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1 && <:merc_maintenance_modifier:1005774245986566215> Mercenary maintenance = -0.15;<:discipline:1005098692254105711> Discipline = 0.05;tag = Bayreuth;Hohenzollern Margrave = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Restoring Our Heritage = ;Plassenburg = <:garrison_size:1005773656581996555> Garrison size = 0.2;Franconian Reformers = ;Ordre de la Sincérité = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Gravenreuther Stift = <:manpower_recovery_speed:1005098699531243600> Manpower recovery speed = 0.15;Margravial Opera House = <:prestige:1005120779614163074> Yearly prestige = 1;Bayreuther;Bayreuth
NUM_ideas;<:garrison_size:1005773656581996555> Garrison size = 0.2 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;tag = Nuremberg;Imperial Regalia = <:prestige_decay:1005775002873892884> Yearly <:prestige:1005120779614163074> Yearly prestige decay = -0.01;Nuremberg Castle = <:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05;Nuremberg Chronicle = <:adm_tech_cost_modifier:1005120761834520606> Administrative technology cost = -0.1;Rostbratwurst = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Franconian Centre of Reformation = <:global_missionary_strength:1005773673753485373> Missionary strength = 0.02;Christkindlesmarkt = <:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;Nuremberg Exchange = <:global_trade_power:1005773865437376582> Global trade power = 0.15;Nuremberger;Nuremberg
BAM_ideas;<:missionaries:1005774270720389220> Missionaries = 1 && <:legitimacy:1005774036359454720> Yearly Legitimacy = 0.5 && <:devotion:1005773440755712010> Yearly devotion = 0.5;<:discipline:1005098692254105711> Discipline = 0.05;tag = Bamberg;Bishop of Bamberg = <:religious_unity:1005120781216383077> Religious unity = 0.2;Bamberg Cathedral = <:prestige_decay:1005775002873892884> Yearly <:prestige:1005120779614163074> Yearly prestige decay = -0.01;City of Beer = <:production_efficiency:1005775011753234442> Production efficiency = 0.1;Little Venice = <:development_cost:1005773438989914184> Development cost = -0.05 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.05;Witch Burner = <:global_heretic_missionary_streng:1005773667189403668> Missionary strength vs heretics = 0.02;Vierzehnheiligen = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Universitas Ottoniano Fridericiana = <:technology_cost:1005120815056044053> Technology cost = -0.05;Bamberger;Bamberg
OKA_ideas;<:defensiveness:1005773436997615728> Fort Defence = 0.2 && <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;<:merchants:1005774255495053442> Merchants = 1;tag = Odoyev;Heirs of Chernigov = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Dynamic Diplomacy = <:diplomats:1005773457105113150> Diplomat = 1;Commit to Tatar Ties = <:cavalry_cost:1005773403501903894> Cavalry cost = -0.1;Safeguard Agnatic Seniority = <:heir_chance:1005773886434058311> Chance of new heir = 0.5;Cities of the Upper Oka Valley = <:infantry_cost:1005773915613831249> Infantry Cost = -0.1;Fortification Efforts = <:fort_maintenance_modifier:1005773641922916452> Fort maintenance = -0.2;Strengthen the Oka River Trade = <:caravan_power:1005773321108979814> Caravan power = 0.2;Odoyevan;Odoyev
GHR_ideas;<:development_cost:1005773438989914184> Development cost = -0.1 && <:hostile_attrition:1005773891261710396> Attrition for enemies = 1.0;<:stability_cost_modifier:1005120800417906871> Stability cost modifier = -0.1;tag = Garhwal;Legacy of the 52 Garhs = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Himalayan Kingdom = <:defensiveness:1005773436997615728> Fort Defence = 0.1 && <:garrison_size:1005773656581996555> Garrison size = 0.1;Martial Diplomacy = <:land_morale:1005774027152965652> Morale of armies = 0.1;Land of Serene Beauty = <:global_unrest:1005773867131883530> National unrest = -1;Source of the Ganges = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1 && <:devotion:1005773440755712010> Yearly devotion = 1;Protecting the Land of the Gods = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Crossroads of Faiths = <:tolerance_heathen:1005101080507600986> Tolerance of Heathens = 1 && <:tolerance_heretic:1005120820315697223> Tolerance of Heretics = 1;Garhwali;Garhwal
DTT_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:shock_damage_received:1005120791941230743> Shock damage received = -0.1;<:republican_tradition:1005775244306432000> Yearly republican tradition = 0.3;tag = Dithmarschen;Resistance to Feudalism = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Kirchspiele = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Trade Missions = <:merchants:1005774255495053442> Merchants = 1;Expert Wreckers = <:capture_ship_chance:1005773400943366144> Chance to capture enemy ships = 0.1 && <:privateer_efficiency:1005775010058735687> Privateer efficiency = 0.2;Fortify the Coastline = <:development_cost:1005773438989914184> Development cost = -0.1;Ecclesiastical Orders = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Free Farmers = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Dithmarscher;Dithmarschen
HTK_ideas;<:land_morale:1005774027152965652> Morale of armies = 0.1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Hatakeyama;Kanrei Candidate = <:prestige:1005120779614163074> Yearly prestige = 1;Indomitable Generals = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Mount Koya = <:heir_chance:1005773886434058311> Chance of new heir = 0.5 && <:tolerance_own:1005775364745855036> Tolerance of True Faith = 1;Hatakeyama Retainers = <:advisor_cost:1005120766569893988> Advisor cost = -0.1;Wakae Castle = <:global_autonomy:1005773659518021773> Monthly autonomy change = -0.05;Unify the Clan = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Saika-shu = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Hatakeyama;Hatakeyama
IMG_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2 && <:discipline:1005098692254105711> Discipline = 0.05;<:legitimacy:1005774036359454720> Yearly Legitimacy = 1;tag = Imagawa;Claim to the Shogunate = <:improve_relation_modifier:1005773914078720100> Improve relations = 0.1 && <:fabricate_claims_cost:1005773631353278484> Cost to fabricate claims = -0.25;Control of Tokaido = <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;History of the Imagawa = <:idea_cost:1005773900464005170> Idea cost = -0.1;Revised Clan Laws = <:global_unrest:1005773867131883530> National unrest = -1;Triple Alliance = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;In the Shadow of Mount Fuji = <:prestige:1005120779614163074> Yearly prestige = 1;March to Kyoto = <:unjustified_demands:1005775382953328712> Unjustified demands = -0.1 && <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Imagawa;Imagawa
AMA_ideas;<:land_maintenance_modifier:1005774025739489320> Land Maintenance modifier = -0.05 && <:inflation_reduction:1005774008735764530> Yearly inflation reduction = 0.1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Amago;Omi-Genji = <:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01;Izumo Shugo = <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;Fortified Strongholds = <:defensiveness:1005773436997615728> Fort Defence = 0.15;Ten Brave Warriors = <:land_morale:1005774027152965652> Morale of armies = 0.1;Dominate the Coastal Trade = <:global_prov_trade_power_modifier:1005773683152916560> Provincial trade power = 0.1;Kizuki = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Iwami Ginzan = <:global_trade_goods_size_modifier:1005773860764921856> Goods produced modifier = 0.1;Amago;Amago
HSK_ideas;<:galley_power:1005773653985726475> Galley combat ability = 0.2 && <:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;<:global_institution_spread:1005773668795813931> Institution spread = 0.1;tag = Hosokawa;Kanrei = <:legitimacy:1005774036359454720> Yearly Legitimacy = 1;Branches and Retainers = <:global_unrest:1005773867131883530> National unrest = -1;Sakai City = <:global_foreign_trade_power:1005773662890250351> Trade power abroad = 0.1;The Eastern Army = <:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2;Ashigaru = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;Yamabushi = <:spy_offence:1005120798643736636> Spy network construction = 0.2;Horeki Reform = <:development_cost:1005773438989914184> Development cost = -0.1;Hosokawa;Hosokawa
UES_ideas;<:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01 && <:production_efficiency:1005775011753234442> Production efficiency = 0.1;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1;tag = Uesugi;Kanto Kanrei = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;Yamanouchi and Ogigayatsu Branches = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Kamakura Office = <:reinforce_cost_modifier:1005775227562766428> Reinforce cost = -0.25;Dragon of Echigo = <:land_morale:1005774027152965652> Morale of armies = 0.1;Nokizaru = <:spy_offence:1005120798643736636> Spy network construction = 0.2;Agakita-shu = <:discipline:1005098692254105711> Discipline = 0.05;Denoku no Ji = <:idea_cost:1005773900464005170> Idea cost = -0.1;Uesugi;Uesugi
YMN_ideas;<:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1 && <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.2;<:discipline:1005098692254105711> Discipline = 0.05;tag = Yamana;Descendant of Nitta = <:diplomats:1005773457105113150> Diplomat = 1;Grand Shugo = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Mediate Succession Disputes = <:diplomatic_upkeep:1005773455423180860> Diplomatic relation = 1;The Western Army = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Acquisition of Torin'in = <:prestige:1005120779614163074> Yearly prestige = 1;Isolated Heartland = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Reunification of the Yamana Branches = <:global_unrest:1005773867131883530> National unrest = -1;Yamana;Yamana
DTE_ideas;<:infantry_power:1005773918675669073> Infantry Combat Ability = 0.1 && <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;<:global_trade_power:1005773865437376582> Global trade power = 0.15;tag = Date;Oshu Shugo = <:core_creation:1005098690484113489> Core-Creation Cost = -0.1;Expansion by Marriages = <:ae_impact:1005120769891762206> Aggressive expansion impact = -0.1;Renga Group = <:idea_cost:1005773900464005170> Idea cost = -0.10;Dragon Corps = <:fire_damage:1005773634507382784> Land fire damage = 0.1;Red Seal Ships = <:heavy_ship_power:1005773884978647191> Heavy Ship combat ability = 0.1 && <:heavy_ship_cost:1005773883183480933> Heavy Ship Cost = -0.05;Keicho Embassy = <:technology_cost:1005120815056044053> Technology cost = -0.05;Intensive Domain Development = <:development_cost:1005773438989914184> Development cost = -0.1;Date;Date
SHN_ideas;<:land_forcelimit_modifier:1005098698046443660> Land force limit modifier = 0.2 && <:trade_efficiency:1005098702572093592> Trade efficiency = 0.1;<:global_own_trade_power:1005773680036556850> Domestic trade power = 0.1;tag = Shoni;Vice-Minister of Dazai-fu = <:diplomatic_reputation:1005773452348756028> Diplomatic Reputation = 1;Defender of Japan = <:land_morale:1005774027152965652> Morale of armies = 0.1;Diplomacy through Tsushima = <:diplomats:1005773457105113150> Diplomat = 1;Nagasaki City = <:merchants:1005774255495053442> Merchants = 1;Bear of Hizen = <:leader_land_shock:1005772049727369336> Land leader shock = 1;Hagakure = <:army_tradition_decay:1005773269384843344> Yearly <:army_tradition:1005773267652591657> Yearly Army Tradition Decay = -0.01;Nabeshima Reform = <:technology_cost:1005120815056044053> Technology cost = -0.05;Shoni;Shoni
OGS_ideas;<:hostile_attrition:1005773891261710396> Attrition for enemies = 1 && <:land_morale:1005774027152965652> Morale of armies = 0.1;<:discipline:1005098692254105711> Discipline = 0.05;tag = Ogasawara;Shinano Shugo = <:defensiveness:1005773436997615728> Fort Defence = 0.2;Suwa Taisha = <:prestige:1005120779614163074> Yearly prestige = 1;Kiso-uma = <:production_efficiency:1005775011753234442> Production efficiency = 0.05 && <:cavalry_power:1005098688223383734> Cavalry combat ability = 0.05;Unification of the Kori = <:global_manpower_modifier:1005773672226771036> National manpower modifier = 0.15;Ogasawara-ryu = <:army_tradition:1005773267652591657> Yearly Army Tradition = 0.5;Improving the Nakasendo = <:global_trade_power:1005773865437376582> Global trade power = 0.1;Zenko-ji = <:tolerance_own:1005775364745855036> Tolerance of True Faith = 2;Ogasawara;Ogasawara
